composition,Phase,Mean VEC,electronegativity_difference,Atomic_Radius_Difference,Calculated_Youngs_Modulus,Mixing_Enthalpy,Mixing_Entropy,Work_Function,Shear_Modulus_G,MOd_Missmatch,shear_modulus_difference,melting_Temp,cohesive_enrg,Ionization_enrg,Pauling_electronegativity
Fe0.9 Ti0.1,BCC,7.6000000000000005,0.2610000000000001,18.900000000000006,201.5,-6.120000000000001,2.7027398407765,1.248,78.2,-0.012645747937315654,0.02125182331355761,1824.0,4.337000000000001,7.794600000000001,0.015138000000000006
Fe0.91 Ti0.09,BCC,7.640000000000001,0.26390000000000025,19.109999999999985,202.45000000000002,-5.5692,2.515299461232599,1.2282000000000002,78.58,-0.011495947645324224,0.019152569459393157,1822.7,4.331300000000001,7.80534,0.013775580000000004
Fe0.965 Ti0.035,BCC,7.859999999999999,0.27984999999999993,20.265000000000015,207.67499999999998,-2.2967,1.2613541787209859,1.1193,80.67,-0.0047234782403789075,0.007494427057980953,1815.55,4.29995,7.8644099999999995,0.005680955000000001
Fe0.975 Ti0.025,BCC,7.8999999999999995,0.28275000000000006,20.47500000000001,208.625,-1.6575,0.9719635437294333,1.0995,81.05,-0.0034077849979175755,0.005358037875036964,1814.25,4.29425,7.87515,0.004099875000000001
Fe0.98 Ti0.02,BCC,7.92,0.2842,20.58,209.1,-1.3328,0.8150971878076918,1.0896,81.24,-0.002739879827586956,0.004288282968008668,1813.6,4.2914,7.880520000000001,0.003296720000000001
Fe0.4 V0.6,BCC,6.2,0.1200000000000001,4.800000000000011,161.2,-6.72,5.595418999514958,0.9600000000000001,67.0,-0.014888337468982632,0.033415014479839605,2034.2,4.898,7.2084,0.019200000000000033
Fe0.5 V0.5,BCC,6.5,0.10000000000000009,4.0,169.5,-7.0,5.762825659175385,0.9750000000000001,69.5,-0.014922655874601926,0.03234822214171109,1997.0,4.795,7.324,0.020000000000000035
Fe0.55 V0.45,BCC,6.65,0.11000000000000032,4.399999999999977,173.65,-6.930000000000001,5.721186097214774,0.9825000000000002,70.75,-0.014533046073242517,0.030903120278689973,1978.4,4.743500000000001,7.381800000000001,0.019800000000000036
Fe0.65 V0.35,BCC,6.95,0.1299999999999999,5.199999999999989,181.95,-6.369999999999999,5.382871356933935,0.9975,73.25,-0.01299854926905479,0.026500017472538988,1941.2,4.6405,7.497400000000001,0.01820000000000003
Fe0.7 V0.3,BCC,7.1,0.1399999999999999,5.600000000000023,186.1,-5.88,5.078725807284385,1.005,74.5,-0.011867457453752242,0.02364758344218728,1922.6,4.5889999999999995,7.555199999999999,0.01680000000000003
Fe0.75 V0.25,BCC,7.25,0.15000000000000013,6.0,190.25,-5.25,4.675254392360772,1.0125000000000002,75.75,-0.010498318431845184,0.020422834362644186,1904.0,4.5375,7.6129999999999995,0.015000000000000027
Fe0.8 V0.2,BCC,7.4,0.16000000000000036,6.3999999999999915,194.4,-4.48,4.160345749296494,1.02,77.00000000000001,-0.008891259891526802,0.0168662506324844,1885.4,4.486000000000001,7.6708,0.012800000000000025
Fe0.96 V0.04,BCC,7.88,0.19199999999999995,7.680000000000007,207.68,-1.0752,1.3962876442619143,1.044,81.0,-0.0021067525210454047,0.003657978966620943,1825.8799999999999,4.3212,7.85576,0.0030720000000000053
Fe0.99 V0.01,BCC,7.97,0.19800000000000018,7.920000000000002,210.17,-0.2772,0.4655967566262008,1.0485,81.74999999999999,-0.0005428764355809366,0.0009258479925932159,1814.7199999999998,4.2903,7.89044,0.0007920000000000015
Fe0.0195 Cr0.9805,BCC,6.039,0.1666850000000002,1.9609999999999985,277.67400000000004,-0.076479,0.7988654295334031,0.9225350000000001,114.35650000000001,-0.0009191732593255607,0.0015921661242775745,2172.8045,4.103509999999999,6.789132500000001,0.001105121550000002
Fe0.026 Cr0.974,BCC,6.052,0.16558000000000028,1.9479999999999933,277.23199999999997,-0.101296,1.0022540239691602,0.92338,114.142,-0.0012175517369816587,0.0021167483436067844,2170.406,4.104679999999999,6.7965100000000005,0.0014637272000000026
Fe0.038 Cr0.962,BCC,6.0760000000000005,0.16354000000000024,1.9239999999999924,276.41599999999994,-0.146224,1.3430028494358455,0.9249400000000001,113.746,-0.00175799458473057,0.0030769063783078377,2165.978,4.106839999999999,6.81013,0.0021129368000000035
Fe0.0665 Cr0.9335,BCC,6.133,0.15869500000000003,1.8670000000000044,274.478,-0.248311,2.0326895317561107,0.928645,112.80550000000001,-0.002988114699121875,0.005312553267975735,2155.4615,4.1119699999999995,6.842477500000001,0.0035880939500000063
Fe0.2 Cr0.8,BCC,6.4,0.1359999999999999,1.6000000000000085,265.40000000000003,-0.6400000000000001,4.160345749296494,0.9460000000000002,108.4,-0.007787592798571989,0.014828229463106439,2106.2,4.136,6.994000000000001,0.009248000000000018
Fe0.387 Cr0.613,BCC,6.774,0.10421000000000014,1.225999999999999,252.68399999999997,-0.948924,5.548657322559635,0.97031,102.22900000000001,-0.011953746394326115,0.024720149571630906,2037.197,4.1696599999999995,7.206245000000001,0.013711951800000025
Fe0.5 Cr0.5,BCC,7.0,0.08500000000000019,1.0,245.0,-1.0,5.762825659175385,0.9850000000000001,98.5,-0.013009101293891906,0.028060501430080632,1995.5,4.1899999999999995,7.3345,0.014450000000000025
Fe0.8 Cr0.2,BCC,7.6000000000000005,0.13600000000000034,1.5999999999999943,224.60000000000002,-0.6400000000000001,4.160345749296494,1.024,88.60000000000001,-0.009485594221957945,0.02219629144607105,1884.8000000000002,4.244000000000001,7.675000000000001,0.009248000000000018
Fe0.92 Cr0.08,BCC,7.84,0.15640000000000032,1.8400000000000034,216.44,-0.2944,2.3176885568840357,1.0396,84.64,-0.004692161559100457,0.011188049642475549,1840.5200000000002,4.2656,7.8112,0.004254080000000007
Fe0.95 Cr0.05,BCC,7.8999999999999995,0.16149999999999998,1.9000000000000057,214.39999999999998,-0.19,1.6504557331775846,1.0434999999999999,83.64999999999999,-0.0030900657797863877,0.007392470477100346,1829.4499999999998,4.271,7.84525,0.002745500000000005
Fe0.96 Cr0.04,BCC,7.92,0.1632,1.9200000000000017,213.72,-0.1536,1.3962876442619143,1.0448,83.32,-0.002515444766575406,0.006023661817575888,1825.76,4.2728,7.8566,0.002219520000000004
Fe0.97 Cr0.03,BCC,7.9399999999999995,0.16490000000000027,1.9399999999999977,213.04,-0.11639999999999999,1.1202463862465808,1.0461,82.99,-0.0019196772768621199,0.004601181231053188,1822.07,4.2746,7.8679499999999996,0.0016819800000000028
Fe0.8 Mn0.2,BCC,7.800000000000001,0.2240000000000002,0.799999999999983,208.4,0.0,4.160345749296494,1.05,72.60000000000001,-0.03787549506907015,0.06705674324006405,1752.6000000000001,4.008,7.808400000000001,0.02508800000000001
Fe0.87 Mn0.13,BCC,7.87,0.24360000000000004,0.8699999999999903,209.31,0.0,3.2124190760834512,1.05,75.89,-0.026346659747214535,0.043379966784459496,1773.04,4.1032,7.84116,0.017734080000000003
Fe0.95 Mn0.05,BCC,7.949999999999999,0.2659999999999998,0.950000000000017,210.35,0.0,1.6504557331775846,1.05,79.64999999999999,-0.010955627275768532,0.016539324390410184,1796.3999999999999,4.212,7.8786,0.0074480000000000015
Fe0.96 Mn0.04,BCC,7.96,0.26879999999999993,0.960000000000008,210.48,0.0,1.3962876442619143,1.05,80.12,-0.008851270998719917,0.013214327285905884,1799.32,4.2256,7.88328,0.0060211200000000005
Fe0.97 Mn0.03,BCC,7.97,0.27160000000000006,0.9699999999999989,210.60999999999999,0.0,1.1202463862465808,1.05,80.58999999999999,-0.006704371386989261,0.009897520120911234,1802.2399999999998,4.2392,7.88796,0.00456288
Fe0.25 Co0.75,BCC,8.75,0.03749999999999987,0.75,209.5,-0.75,4.675254392360772,1.035,76.75,-0.00075001327351297,0.001559698246135239,1778.75,4.3625,7.88625,0.0009374999999999934
Fe0.28 Co0.72,BCC,8.719999999999999,0.03600000000000003,0.7199999999999989,209.56,-0.8064,4.929813881258303,1.0356,76.96000000000001,-0.000803242000326141,0.001667848081569492,1780.04,4.3591999999999995,7.88688,0.0010079999999999928
Fe0.5 Co0.5,BCC,8.5,0.02499999999999991,0.5,210.0,-1.0,5.762825659175385,1.04,78.5,-0.0009726347235558749,0.0019879102600511168,1789.5,4.335,7.891500000000001,0.0012499999999999911
Fe0.6 Co0.4,BCC,8.4,0.029999999999999805,0.5999999999999943,210.2,-0.96,5.595418999514958,1.042,79.19999999999999,-0.0009263586467449028,0.0018748086929905093,1793.8,4.324,7.8936,0.0011999999999999914
Fe0.88 Co0.12,BCC,8.120000000000001,0.04399999999999982,0.8799999999999955,210.76,-0.4224,3.050614377441308,1.0476,81.16,-0.0004024319294892442,0.000785553777763095,1805.8400000000001,4.293200000000001,7.89948,0.0005279999999999962
Fe0.91 Co0.09,BCC,8.09,0.04549999999999965,0.9100000000000108,210.82000000000002,-0.3276,2.515299461232599,1.0482,81.37,-0.000311941764627093,0.0006061098610710898,1807.13,4.2899,7.900110000000001,0.0004094999999999971
Fe0.94 Co0.06,BCC,8.059999999999999,0.04699999999999993,0.9399999999999977,210.87999999999997,-0.22559999999999997,1.8870079820700256,1.0488,81.58,-0.00021473267357381958,0.0004152482224533235,1808.4199999999998,4.2866,7.90074,0.00028199999999999796
Fe0.95 Co0.05,BCC,8.049999999999999,0.047499999999999876,0.9499999999999886,210.89999999999998,-0.19,1.6504557331775846,1.049,81.64999999999999,-0.00018083019101352085,0.0003491220761026138,1808.85,4.2855,7.90095,0.00023749999999999832
Fe0.6 Ni0.4,BCC,8.8,0.04799999999999982,1.1999999999999886,206.6,-1.92,5.595418999514958,1.0939999999999999,79.6,-0.000674899777382991,0.0013636019292442149,1777.8,4.344,7.7972,0.0030719999999999884
Fe0.9 Ni0.1,BCC,8.2,0.07199999999999984,1.8000000000000114,209.9,-0.7200000000000001,2.7027398407765,1.061,81.39999999999999,-0.0002502637463193385,0.0004889857469710043,1802.7,4.296,7.875800000000001,0.001151999999999996
Fe0.49 Cu0.51,BCC,9.530000000000001,0.03569999999999984,1.0200000000000102,169.69,12.994800000000001,5.761162748304312,1.0245,64.813,-0.030086204248333567,0.06756189302904109,1579.8527,3.8771,7.81224,0.002449019999999989
Fe0.6 Cu0.4,BCC,9.2,0.041999999999999815,1.2000000000000028,178.6,12.48,5.595418999514958,1.03,68.52,-0.027516025021491322,0.05805455960037746,1629.708,3.9640000000000004,7.8316,0.002351999999999989
Fe0.7 Cu0.3,BCC,8.899999999999999,0.04899999999999993,1.4000000000000057,186.7,10.92,5.078725807284385,1.035,71.89,-0.02328393805907171,0.046146857222498464,1675.0309999999997,4.043,7.8492,0.0020579999999999904
Fe0.8 Cu0.2,BCC,8.600000000000001,0.055999999999999606,1.5999999999999943,194.8,8.320000000000002,4.160345749296494,1.04,75.26,-0.017326956694708476,0.032081255527388136,1720.3540000000003,4.122000000000001,7.8668000000000005,0.001567999999999993
Fe0.2 Mo0.8,BCC,6.4,0.26400000000000023,10.400000000000006,305.4,-1.2800000000000002,4.160345749296494,1.3219999999999998,112.4,-0.009664828564414266,0.018287509023441943,2679.0,6.312,7.259600000000001,0.034848000000000025
Fe0.8 Mo0.2,BCC,7.6000000000000005,0.2639999999999998,10.399999999999977,234.60000000000002,-1.2800000000000002,4.160345749296494,1.118,89.60000000000001,-0.012057818743929444,0.02877869897959183,2028.0000000000002,4.788,7.7414000000000005,0.034848000000000025
Fe0.86 Mo0.14,BCC,7.72,0.28380000000000005,11.180000000000007,227.52,-0.9632000000000001,3.366866414821585,1.0976,87.32,-0.009436587311233056,0.022801647427997424,1962.9,4.6356,7.78958,0.026223120000000013
Fe0.875 Mo0.125,BCC,7.75,0.28875000000000006,11.375,225.75,-0.875,3.132467120686015,1.0925,86.75,-0.008661938845248539,0.020986803312044784,1946.625,4.5975,7.801625,0.023821875000000013
Fe0.92 Mo0.08,BCC,7.84,0.30359999999999987,11.959999999999994,220.44,-0.5888,2.3176885568840357,1.0772000000000002,85.03999999999999,-0.006021722773903289,0.014695978385247738,1897.8000000000002,4.4832,7.83776,0.01603008000000001
Fe0.96 Mo0.04,BCC,7.92,0.3168000000000002,12.480000000000004,215.72,-0.3072,1.3962876442619143,1.0636,83.52,-0.0032400838051894094,0.007949090588805217,1854.3999999999999,4.381600000000001,7.86988,0.008363520000000003
Fe0.97 Mo0.03,BCC,7.9399999999999995,0.32010000000000005,12.61,214.54,-0.23279999999999998,1.1202463862465808,1.0602,83.13999999999999,-0.0024750635875696488,0.006079111959278847,1843.5499999999997,4.3562,7.87791,0.006337980000000003
Fe0.78 Ag0.22,BCC,8.66,0.07800000000000007,14.819999999999993,182.84,19.2192,4.380712791340496,1.0412000000000001,70.56,-0.05249030991238558,0.09319805019513476,1684.2646000000002,3.9874000000000005,7.83028,0.003431999999999991
Fe0.975 Ta0.025,BCC,8.025,0.3217500000000002,19.5,210.375,-1.4625000000000001,0.9719635437294333,1.063,81.675,-0.00033272498570684943,0.0006175228647889138,1847.975,4.3755,7.9017,0.005308875000000003
Fe0.3 W0.7,BCC,9.4,0.371,9.099999999999994,351.0,0.0,5.078725807284385,1.3159999999999998,137.29999999999998,-0.03528865238402333,0.06952362411272647,3129.8,7.513999999999999,7.875399999999999,0.11797799999999992
Fe0.6 W0.4,BCC,8.8,0.31800000000000006,7.800000000000011,291.0,0.0,5.595418999514958,1.202,113.6,-0.04756086891977615,0.11606700059512005,2564.6,6.128,7.8868,0.1348319999999999
Fe0.8 W0.2,BCC,8.4,0.4239999999999997,10.399999999999977,251.0,0.0,4.160345749296494,1.1260000000000001,97.80000000000001,-0.03823269973400073,0.10439902810710898,2187.8,5.204000000000001,7.8944,0.08988799999999995
Fe0.93 W0.07,BCC,8.14,0.49289999999999967,12.08999999999999,225.00000000000003,0.0,2.108754204706942,1.0766000000000002,87.53,-0.01833857401075071,0.05302996179247331,1942.88,4.603400000000001,7.8993400000000005,0.036573179999999976
Fe0.94 W0.06,BCC,8.12,0.4982,12.219999999999999,222.99999999999997,0.0,1.8870079820700256,1.0728,86.74,-0.016117175029978746,0.04678368760071005,1924.04,4.5572,7.89972,0.031685519999999974
Fe0.96 W0.04,BCC,8.08,0.5087999999999999,12.480000000000004,219.0,0.0,1.3962876442619143,1.0652,85.16,-0.011301479293451152,0.033045634984107494,1886.36,4.4648,7.90048,0.021573119999999984
Fe0.98 W0.02,BCC,8.04,0.5193999999999999,12.739999999999995,215.0,0.0,0.8150971878076918,1.0575999999999999,83.58,-0.005947415297995707,0.01751078115311342,1848.68,4.3724,7.9012400000000005,0.011011279999999993
Fe0.92 Re0.08,BCC,8.24,0.06439999999999979,10.120000000000005,231.16,0.0,2.3176885568840357,1.078,89.67999999999999,-0.02762384764465168,0.08433912310675842,1942.8400000000001,4.5696,7.90024,0.0007212799999999967
Fe0.75 Pt0.25,BCC,7.0,0.3374999999999999,9.75,200.25,-9.75,4.675254392360772,1.195,76.75,-0.007174376008409422,0.01403728421521714,1868.6,4.67,8.16625,0.07593749999999991
Fe0.85 Pt0.15,BCC,7.3999999999999995,0.38249999999999984,11.050000000000011,204.54999999999998,-6.63,3.514403356019008,1.137,78.85000000000001,-0.0048249109812868105,0.009043683997412066,1845.56,4.514,8.060550000000001,0.05163749999999994
Fe0.9 Pt0.1,BCC,7.6000000000000005,0.4049999999999998,11.699999999999989,206.70000000000002,-4.680000000000001,2.7027398407765,1.108,79.89999999999999,-0.003394110037261089,0.006217095524599742,1834.0400000000002,4.436,8.0077,0.03644999999999996
Fe0.97 Pt0.03,BCC,7.88,0.43649999999999967,12.61,209.70999999999998,-1.5131999999999999,1.1202463862465808,1.0674,81.36999999999999,-0.0010946849436898167,0.001938219445842714,1817.9119999999998,4.3268,7.93371,0.011785499999999985
Fe0.96 Au0.04,BCC,7.88,0.6816000000000002,17.28,205.68,1.2288,1.3962876442619143,1.048,79.8,-0.013013679786599706,0.01824109145043059,1792.0531999999998,4.260800000000001,7.95496,0.03871487999999999
Co0.86 Nb0.14,BCC,8.44,0.24079999999999968,18.060000000000002,194.44,-12.040000000000001,3.366866414821585,1.0706,69.82,-0.019669401373653216,0.03381195218116626,1905.48,4.8352,7.72392,0.018878719999999974
Co0.08 Mo0.92,BCC,6.24,0.2576000000000005,12.879999999999995,319.4,-1.472,2.3176885568840357,1.3612,116.4,-0.006386315125050147,0.011000106281220105,2805.76,6.6256,7.161560000000001,0.01154048000000002
Ni0.19 V0.81,BCC,5.950000000000001,0.2267999999999999,8.099999999999994,141.68,-11.0808,4.042457728198141,0.9494,60.61,-0.006606714388249675,0.015123672133725109,2096.55,5.1447,6.91586,0.024131520000000004
Ni0.47 V0.53,BCC,7.35,0.14839999999999987,5.300000000000011,161.84,-17.9352,5.74785146710046,1.0222,65.93,-0.009605632151625451,0.02068782233886169,1969.15,4.9011,7.166180000000001,0.039058880000000004
Ni0.2 Cr0.8,BCC,6.800000000000001,0.19999999999999996,3.200000000000003,263.20000000000005,-4.48,4.160345749296494,0.9680000000000001,107.2,-0.011246965315867448,0.021176765426598354,2089.6,4.168,6.941600000000001,0.020000000000000004
Ni0.02 Mo0.98,BCC,6.08,0.24499999999999988,14.699999999999989,326.42,-0.5488,0.8150971878076918,1.3853999999999997,119.11999999999999,-0.0016135965475050059,0.0026741887339482144,2872.64,6.7724,7.10982,0.0024500000000000043
Au0.11 Mo0.89,BCC,5.89,0.33820000000000006,4.449999999999989,301.39,1.1748,2.8809285111417906,1.3471,109.77,-0.04859912543990773,0.0702718295201602,2724.5463,6.487800000000001,7.3329699999999995,0.028273519999999983
Nb0.75 Au0.25,BCC,5.0,0.7049999999999998,1.5,98.25,-24.0,4.675254392360772,1.24,35.25,-0.009368157458596968,0.01825863890146371,2396.8325,6.6275,7.37575,0.33135
Nb0.7 Au0.3,BCC,5.0,0.6580000000000001,1.3999999999999773,96.9,-26.88,5.078725807284385,1.224,34.699999999999996,-0.010584434703607905,0.02110307369050486,2326.1989999999996,6.438999999999999,7.4991,0.37111199999999994
V0.7 Au0.3,BCC,5.0,0.6370000000000002,7.0,113.0,-15.959999999999999,5.078725807284385,0.9299999999999999,48.0,-0.04177400264568683,0.08203125,1929.299,4.856999999999999,7.49,0.3478020000000001
V0.75 Au0.25,BCC,5.0,0.6825000000000001,7.5,115.5,-14.25,4.675254392360772,0.925,49.5,-0.03665185320932793,0.06887052341597799,1971.5825,4.9325,7.366,0.31053750000000013
Mo0.7 Cr0.3,BCC,5.999999999999999,0.34999999999999987,7.699999999999989,314.0,0.0,5.078725807284385,1.2489999999999999,118.5,-0.00018687778873386143,0.000373871708593709,2681.2,6.004,6.9994,0.1050000000000001
Cr0.75 Mo0.25,BCC,6.0,0.3750000000000002,8.25,291.5,0.0,4.675254392360772,1.0375,116.25,-0.0001702317812096038,0.00034686090877558034,2359.0,4.779999999999999,6.8500000000000005,0.09375000000000008
Cr0.7 Mo0.3,BCC,5.999999999999999,0.3500000000000001,7.700000000000017,294.0,0.0,5.078725807284385,1.061,116.5,-0.00019007190193773976,0.0003868186925528188,2394.8,4.9159999999999995,6.8666,0.1050000000000001
Cr0.5 Mo0.5,BCC,6.0,0.2500000000000002,5.5,304.0,0.0,5.762825659175385,1.155,117.5,-0.0002239829772937279,0.0004526935264825702,2538.0,5.46,6.933,0.1250000000000001
Cr0.5 W0.5,BCC,8.0,0.3500000000000001,5.5,345.0,1.0,5.762825659175385,1.175,138.0,-0.012882447665056376,0.027777777777777783,2937.5,6.5,7.3155,0.24499999999999997
Cr0.7 Re0.3,BCC,7.499999999999999,0.16800000000000015,6.300000000000011,334.2,-3.36,5.078725807284385,1.064,133.9,-0.019559449065028323,0.04648782629017116,2563.7,5.24,7.1009,0.024191999999999998
V0.99 Hf0.01,BCC,5.03,0.32669999999999977,24.75,128.16,-0.0792,0.4655967566262008,0.9086,56.73,-0.001455433540348024,0.0022425242898183708,2186.23,5.3171,6.746790000000001,0.002156219999999998
V0.95 Hf0.05,BCC,5.15,0.31349999999999967,23.75,128.79999999999998,-0.38,1.6504557331775846,0.943,55.65,-0.006992320674732114,0.011181261397403396,2199.15,5.3454999999999995,6.74995,0.01034549999999999
Mo0.8 Hf0.2,BCC,6.4,0.6880000000000002,16.0,292.0,-2.5600000000000005,4.160345749296494,1.464,102.0,-0.07489390030789714,0.1245674740484429,2818.0,6.66,7.044200000000001,0.2366720000000001
Mo0.67 Hf0.33,BCC,6.66,0.5762000000000003,13.399999999999977,267.95,-3.5376000000000003,5.272561177311278,1.5121,90.30000000000001,-0.11098273125684535,0.21963333738038204,2767.3,6.556000000000001,7.00858,0.3270511200000001
W0.67 Hf0.33,BCC,9.34,0.7102000000000002,13.399999999999977,322.89,-5.3064,5.272561177311278,1.5389,117.77000000000001,-0.1395292802142153,0.2735659139739771,3302.63,7.949600000000001,7.52113,0.4968559199999999
Nb0.78 Hf0.22,BCC,5.66,0.2340000000000002,10.139999999999986,113.58000000000001,2.7456,4.380712791340496,1.4168,36.24,-0.004296383213875807,0.008362206335979418,2696.32,7.229,6.77352,0.03088800000000001
Hf0.5 Nb0.5,BCC,6.5,0.15000000000000013,6.5,124.5,4.0,5.762825659175385,1.54,34.0,-0.006552006552006551,0.013840830449826995,2628.0,6.795,6.792,0.04500000000000001
